hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,reserved_room_type,assigned_room_type
City Hotel,1,3,2017,February,8,24,0,1,1,0.0,0,A,A
City Hotel,1,104,2015,August,36,30,2,1,2,0.0,0,A,A
Resort Hotel,0,25,2016,January,4,20,0,1,1,0.0,0,A,D
City Hotel,1,71,2016,June,23,1,1,4,3,0.0,0,D,D
City Hotel,1,277,2017,July,28,9,2,2,2,0.0,0,A,A
City Hotel,0,80,2016,September,40,26,1,2,1,0.0,0,A,A
City Hotel,1,94,2016,March,10,4,0,2,2,0.0,0,A,A
City Hotel,1,229,2016,July,28,4,1,5,2,1.0,0,A,A
Resort Hotel,0,0,2016,October,41,4,0,1,2,0.0,0,A,A
City Hotel,1,109,2016,February,9,21,2,1,2,0.0,0,A,A
Resort Hotel,0,51,2016,March,14,31,0,1,2,1.0,0,D,E
Resort Hotel,0,1,2016,January,3,16,1,1,3,0.0,0,H,H
Resort Hotel,0,80,2015,December,50,6,2,4,1,0.0,0,A,D
City Hotel,1,227,2017,June,22,3,2,3,2,0.0,0,D,D
City Hotel,0,90,2016,April,15,9,2,2,2,0.0,0,A,A
Resort Hotel,0,97,2015,September,40,27,4,6,2,0.0,0,A,A
Resort Hotel,0,130,2015,August,31,1,3,6,2,0.0,0,D,D
Resort Hotel,1,304,2017,June,23,8,2,3,1,0.0,0,A,A
City Hotel,0,0,2016,May,21,17,0,0,2,0.0,0,A,A
City Hotel,0,64,2016,September,38,16,0,2,2,0.0,0,D,D
Resort Hotel,0,171,2016,April,15,4,1,1,2,0.0,0,A,A
Resort Hotel,0,55,2015,August,33,9,2,4,2,0.0,0,D,D
City Hotel,1,206,2016,August,33,12,2,2,2,0.0,0,A,A
City Hotel,0,67,2016,July,29,12,0,4,3,0.0,0,D,D
City Hotel,1,302,2017,July,31,31,1,2,2,0.0,0,A,A
Resort Hotel,0,41,2015,August,35,27,0,2,2,0.0,0,D,E
Resort Hotel,0,37,2016,November,45,2,0,4,2,0.0,0,A,A
Resort Hotel,1,211,2016,May,20,14,1,1,2,0.0,0,A,A
Resort Hotel,1,183,2016,September,37,5,1,5,1,0.0,0,A,A
Resort Hotel,1,12,2016,June,24,7,0,1,2,0.0,0,A,A
City Hotel,0,3,2017,August,33,13,2,1,1,0.0,0,A,A
Resort Hotel,1,378,2016,November,45,1,0,2,2,0.0,0,A,C
City Hotel,0,6,2016,February,9,24,0,4,2,0.0,0,D,D
City Hotel,0,243,2016,September,37,9,1,2,2,0.0,0,A,A
City Hotel,0,10,2016,April,17,22,0,1,2,0.0,0,A,A
City Hotel,0,87,2016,December,51,17,2,1,2,0.0,0,A,D
Resort Hotel,0,259,2016,October,42,14,2,5,1,0.0,0,A,D
City Hotel,0,28,2016,December,53,30,1,2,2,0.0,0,A,A
Resort Hotel,0,6,2015,November,47,17,0,1,1,0.0,0,A,A
City Hotel,1,335,2015,September,38,17,0,2,2,0.0,0,A,A
Resort Hotel,1,198,2017,July,30,27,2,5,2,2.0,0,G,G
City Hotel,1,222,2016,August,36,28,2,4,2,0.0,0,A,A
City Hotel,0,41,2015,December,53,30,0,3,1,0.0,0,D,D
Resort Hotel,0,1,2017,March,11,15,0,1,1,0.0,0,A,D
City Hotel,0,462,2017,July,26,1,2,1,2,0.0,0,A,A
City Hotel,0,19,2017,February,9,26,2,1,1,0.0,0,D,D
City Hotel,0,166,2016,October,41,6,1,3,2,0.0,0,A,A
Resort Hotel,0,103,2016,May,19,2,2,5,2,0.0,0,D,D
City Hotel,0,39,2016,November,48,20,2,3,2,0.0,0,A,A
City Hotel,1,74,2016,December,49,2,1,2,2,0.0,0,A,A
City Hotel,1,59,2017,February,8,19,2,2,3,2.0,0,G,G
City Hotel,1,124,2017,January,2,13,0,2,2,0.0,0,A,A
City Hotel,0,180,2016,October,42,10,1,2,1,0.0,0,A,A
Resort Hotel,0,57,2017,January,1,7,4,6,2,0.0,0,A,C
City Hotel,1,6,2015,September,39,20,2,0,2,0.0,0,A,A
City Hotel,1,182,2016,July,31,26,0,4,2,0.0,0,A,A
City Hotel,1,36,2016,September,40,28,0,3,2,0.0,0,A,A
City Hotel,1,62,2016,March,10,4,1,2,2,0.0,0,A,A
City Hotel,1,88,2017,April,17,26,0,3,2,0.0,0,A,A
City Hotel,1,37,2016,December,53,27,0,4,2,0.0,0,A,A
City Hotel,1,188,2016,June,25,15,0,2,1,0.0,0,A,A
City Hotel,1,18,2015,October,41,4,2,1,1,0.0,0,A,A
City Hotel,0,72,2017,July,26,1,2,5,2,0.0,0,D,D
Resort Hotel,0,5,2016,April,15,5,0,2,1,0.0,0,A,D
Resort Hotel,0,107,2016,June,23,1,4,10,2,0.0,0,E,F
City Hotel,1,174,2015,October,41,10,1,1,2,0.0,0,A,A
City Hotel,0,50,2016,December,49,3,2,1,2,0.0,1,A,A
City Hotel,1,156,2017,April,17,26,0,3,2,0.0,0,A,A
Resort Hotel,1,244,2015,September,36,2,2,5,2,0.0,0,A,A
City Hotel,0,38,2015,December,52,24,2,5,2,0.0,0,A,A
City Hotel,0,1,2016,December,53,27,0,1,1,0.0,0,A,A
Resort Hotel,0,0,2017,January,4,25,0,1,1,0.0,0,A,A
Resort Hotel,0,25,2017,March,10,5,2,1,1,0.0,0,A,H
Resort Hotel,1,59,2016,October,41,6,0,3,2,0.0,0,A,A
Resort Hotel,0,139,2017,February,7,12,4,10,2,0.0,0,E,E
City Hotel,1,322,2016,December,50,9,0,2,2,0.0,0,A,A
City Hotel,0,48,2016,September,40,27,0,1,2,0.0,0,A,A
City Hotel,0,260,2016,October,41,7,2,4,2,0.0,0,A,A
City Hotel,0,174,2016,June,27,29,0,3,2,0.0,0,A,A
Resort Hotel,0,21,2016,May,23,30,1,2,1,0.0,0,A,C
Resort Hotel,0,2,2016,August,33,12,1,2,2,0.0,0,E,E
City Hotel,0,33,2016,March,13,24,0,2,2,0.0,0,A,A
City Hotel,1,179,2015,August,34,22,2,1,2,0.0,0,A,A
Resort Hotel,0,24,2015,July,31,31,1,2,2,0.0,0,F,F
City Hotel,1,87,2017,April,15,15,2,2,2,0.0,0,A,A
Resort Hotel,0,221,2015,October,41,10,1,1,2,0.0,0,A,C
City Hotel,1,79,2016,November,47,17,0,3,2,0.0,0,D,D
Resort Hotel,0,28,2016,February,8,20,2,3,2,0.0,0,E,E
Resort Hotel,0,365,2016,October,42,13,2,3,2,0.0,0,A,A
City Hotel,1,71,2016,June,25,14,0,3,1,0.0,0,A,A
Resort Hotel,0,23,2015,August,36,30,2,0,2,0.0,0,A,A
Resort Hotel,0,3,2017,April,15,10,1,2,2,0.0,0,A,C
City Hotel,0,17,2017,February,6,6,1,3,2,0.0,0,A,D
City Hotel,0,123,2017,March,13,28,0,5,2,0.0,0,A,A
Resort Hotel,0,258,2015,September,38,17,0,2,2,0.0,0,A,C
Resort Hotel,0,18,2017,March,13,28,0,3,2,0.0,0,A,A
City Hotel,1,8,2016,October,44,29,0,1,2,0.0,0,F,F
City Hotel,0,141,2016,July,27,1,0,2,2,0.0,0,A,A
Resort Hotel,0,0,2015,July,31,31,0,1,2,2.0,0,F,F
Resort Hotel,0,336,2016,September,38,15,0,3,2,0.0,0,A,A
City Hotel,0,147,2017,June,24,12,1,3,2,0.0,0,A,A
City Hotel,1,71,2016,June,24,9,0,1,2,0.0,0,A,A
City Hotel,1,23,2016,February,7,10,0,4,2,0.0,0,A,A
City Hotel,0,147,2017,May,19,10,0,4,2,0.0,0,A,A
Resort Hotel,0,26,2017,March,11,14,0,5,2,0.0,0,E,F
Resort Hotel,0,49,2016,March,12,15,0,5,2,0.0,0,D,D
City Hotel,1,27,2017,March,10,7,0,2,2,0.0,0,D,D
Resort Hotel,1,148,2015,October,43,24,0,1,2,0.0,0,A,A
City Hotel,0,4,2016,January,5,28,0,3,1,0.0,0,A,A
Resort Hotel,1,7,2015,November,48,23,1,0,1,0.0,0,A,D
City Hotel,1,54,2017,January,3,18,0,3,2,0.0,0,A,A
City Hotel,0,47,2016,March,11,9,0,4,3,0.0,0,A,D
City Hotel,0,68,2015,September,37,12,2,2,2,0.0,0,A,D
City Hotel,1,265,2016,April,17,20,0,4,2,0.0,0,A,A
Resort Hotel,0,28,2016,March,13,21,2,5,2,0.0,0,D,E
Resort Hotel,0,21,2016,September,40,26,2,5,1,0.0,0,A,A
Resort Hotel,1,22,2015,August,33,11,1,5,2,0.0,0,D,D
City Hotel,0,116,2016,December,52,24,2,3,3,0.0,0,D,D
City Hotel,0,120,2016,September,40,28,0,3,2,0.0,0,D,D
City Hotel,1,135,2016,August,35,23,0,5,1,0.0,0,A,A
City Hotel,1,25,2016,March,14,29,0,4,2,2.0,0,F,F
Resort Hotel,0,183,2016,July,29,15,3,7,2,1.0,0,E,E
City Hotel,0,136,2016,August,35,26,0,2,1,0.0,0,A,A
City Hotel,1,393,2017,April,16,22,2,1,2,0.0,0,A,A
City Hotel,1,210,2017,August,33,16,0,4,2,0.0,0,A,A
City Hotel,1,83,2017,March,10,7,0,1,2,0.0,0,A,A
Resort Hotel,0,239,2016,September,39,18,2,3,2,0.0,0,E,E
City Hotel,0,158,2016,April,16,16,2,1,2,0.0,0,B,B
Resort Hotel,0,82,2015,August,34,17,1,3,2,0.0,0,A,A
City Hotel,0,7,2016,November,49,29,0,1,1,0.0,0,A,A
City Hotel,0,15,2016,October,43,21,0,2,2,1.0,0,A,A
Resort Hotel,0,164,2016,June,25,16,4,10,2,0.0,0,A,A
Resort Hotel,0,54,2015,November,45,7,2,5,2,0.0,0,E,E
City Hotel,1,179,2016,July,27,1,0,2,2,0.0,0,A,A
City Hotel,0,123,2017,June,24,17,2,1,2,0.0,0,A,A
City Hotel,1,9,2017,May,18,3,0,2,2,0.0,0,A,A
Resort Hotel,0,18,2016,October,42,11,0,1,1,0.0,0,A,A
City Hotel,0,11,2016,June,25,12,2,0,3,0.0,0,E,E
Resort Hotel,0,162,2016,August,33,13,2,5,2,0.0,0,F,F
City Hotel,0,177,2016,July,28,4,2,5,2,0.0,0,A,A
Resort Hotel,1,0,2015,August,32,5,0,1,2,0.0,0,D,F
City Hotel,0,186,2016,April,17,22,1,2,2,0.0,0,A,A
City Hotel,0,36,2015,October,42,13,0,3,2,0.0,0,A,A
City Hotel,1,30,2017,January,2,14,2,2,2,0.0,0,A,A
City Hotel,0,111,2016,September,36,1,0,3,2,0.0,0,A,A
Resort Hotel,0,82,2017,June,24,11,2,4,2,0.0,0,C,C
City Hotel,0,115,2016,August,35,22,1,3,2,0.0,0,A,A
City Hotel,1,74,2015,September,38,18,0,2,2,0.0,0,A,A
City Hotel,1,40,2017,June,23,5,1,4,2,0.0,0,E,E
Resort Hotel,0,183,2016,April,16,16,1,1,2,0.0,0,A,A
Resort Hotel,0,78,2016,April,18,29,2,5,1,0.0,0,A,A
Resort Hotel,1,34,2016,June,24,7,0,4,2,0.0,0,A,A
City Hotel,1,214,2017,July,28,11,2,6,2,0.0,0,A,A
City Hotel,1,266,2017,May,18,3,0,3,2,0.0,0,A,A
City Hotel,0,79,2016,September,36,3,2,5,2,0.0,0,A,A
City Hotel,0,277,2017,July,28,13,0,3,2,0.0,0,A,A
Resort Hotel,0,301,2015,September,37,12,4,6,2,0.0,0,E,E
City Hotel,0,83,2017,July,29,22,2,2,3,0.0,0,D,D
Resort Hotel,0,22,2017,February,7,13,1,3,1,0.0,0,D,D
Resort Hotel,1,26,2016,January,1,2,0,1,2,0.0,0,E,E
City Hotel,1,88,2017,May,20,14,1,0,2,0.0,0,A,A
City Hotel,0,23,2017,June,25,18,2,1,2,0.0,0,D,D
City Hotel,0,0,2016,January,5,30,0,1,2,1.0,1,D,D
City Hotel,1,279,2015,July,30,23,0,2,2,0.0,0,A,A
Resort Hotel,0,32,2017,June,23,6,2,5,2,0.0,0,A,A
City Hotel,0,9,2017,May,20,19,2,5,3,0.0,0,G,G
Resort Hotel,0,275,2017,June,22,3,2,5,2,1.0,0,D,D
City Hotel,1,78,2016,November,46,12,2,5,2,0.0,0,A,A
City Hotel,0,3,2016,December,51,12,1,3,1,0.0,0,A,A
City Hotel,0,5,2017,August,32,8,0,2,1,0.0,0,A,A
City Hotel,1,195,2015,September,38,17,0,2,2,0.0,0,A,A
Resort Hotel,0,57,2015,July,29,15,0,2,3,0.0,0,A,C
Resort Hotel,0,0,2015,December,50,12,0,1,2,1.0,0,A,A
City Hotel,0,80,2015,November,47,20,1,2,2,0.0,0,A,A
Resort Hotel,0,0,2016,April,15,7,0,2,2,0.0,0,A,A
City Hotel,0,68,2016,December,49,1,1,3,2,0.0,0,A,A
City Hotel,1,31,2017,June,23,5,1,1,1,0.0,0,A,A
City Hotel,1,209,2016,August,35,21,2,5,1,1.0,0,A,A
Resort Hotel,0,126,2017,May,20,16,2,5,2,0.0,0,A,A
Resort Hotel,1,260,2015,September,38,19,2,5,2,0.0,0,A,A
City Hotel,1,318,2015,August,36,31,1,1,2,0.0,0,A,A
Resort Hotel,1,15,2016,August,32,3,1,4,2,0.0,0,A,A
Resort Hotel,0,158,2015,September,37,8,0,1,2,0.0,0,A,A
City Hotel,1,580,2017,February,6,9,0,2,2,0.0,0,A,A
City Hotel,0,215,2017,August,32,12,2,1,2,2.0,0,F,F
City Hotel,1,198,2016,April,18,24,2,2,2,0.0,0,A,A
City Hotel,0,0,2016,August,36,30,0,3,2,0.0,0,A,A
City Hotel,1,31,2015,October,40,3,2,5,2,0.0,0,A,A
City Hotel,1,33,2016,September,36,2,2,2,2,2.0,0,F,F
Resort Hotel,1,73,2016,August,35,26,2,2,2,0.0,0,A,A
Resort Hotel,0,75,2015,October,43,20,0,5,3,0.0,0,A,C
Resort Hotel,1,198,2016,October,41,5,2,5,2,0.0,0,D,D
Resort Hotel,0,159,2016,September,40,27,2,5,1,0.0,0,E,E
Resort Hotel,1,238,2016,September,37,7,0,3,1,0.0,0,D,D
City Hotel,0,20,2016,September,38,11,1,0,2,0.0,0,A,A
City Hotel,1,101,2016,June,27,27,1,5,1,0.0,0,A,A
Resort Hotel,1,4,2015,October,40,3,1,1,2,0.0,0,A,A
Resort Hotel,0,39,2016,June,27,30,1,3,2,0.0,0,A,C
City Hotel,1,101,2016,April,16,14,0,3,2,0.0,0,A,A
City Hotel,1,251,2016,March,13,22,0,3,2,0.0,0,A,A
City Hotel,1,227,2017,August,34,26,2,5,2,0.0,0,A,A
City Hotel,1,220,2015,October,42,17,2,1,2,0.0,0,A,A
Resort Hotel,0,144,2016,April,14,1,2,2,2,0.0,0,A,D
City Hotel,1,379,2016,July,30,21,0,2,2,0.0,0,A,A
City Hotel,0,23,2016,January,1,1,1,2,2,0.0,0,A,D
City Hotel,0,2,2016,March,10,2,0,1,1,0.0,0,D,D
City Hotel,0,66,2015,October,41,9,1,2,1,0.0,0,C,C
Resort Hotel,1,29,2015,July,31,28,0,5,2,0.0,0,D,D
City Hotel,1,186,2017,January,2,12,0,3,2,0.0,0,D,D
City Hotel,1,197,2017,August,32,12,2,1,2,0.0,0,A,A
Resort Hotel,0,91,2016,May,19,4,0,2,2,0.0,0,A,A
City Hotel,1,142,2015,July,31,30,0,1,1,0.0,0,A,A
City Hotel,0,173,2017,April,16,21,0,2,2,0.0,0,A,A
City Hotel,0,40,2016,December,51,13,0,3,2,0.0,0,A,A
City Hotel,0,64,2016,April,16,11,1,2,2,0.0,0,A,A
City Hotel,1,346,2017,February,8,24,0,2,2,0.0,0,A,A
City Hotel,0,159,2017,May,21,24,0,4,2,0.0,0,A,A
Resort Hotel,0,16,2017,January,4,27,1,2,2,0.0,0,A,E
City Hotel,1,323,2015,September,36,5,1,1,2,0.0,0,A,A
Resort Hotel,0,25,2015,July,29,17,3,7,2,0.0,0,F,F
City Hotel,0,146,2017,March,10,8,0,4,2,0.0,0,D,D
City Hotel,1,27,2015,September,40,30,0,2,2,0.0,0,A,A
City Hotel,1,34,2015,December,50,8,0,2,1,0.0,0,A,A
Resort Hotel,0,8,2016,February,6,3,0,2,1,0.0,0,A,D
Resort Hotel,1,44,2015,December,49,5,2,1,2,0.0,0,A,A
Resort Hotel,1,2,2015,October,42,14,0,1,1,0.0,0,A,A
City Hotel,0,86,2017,May,21,27,2,1,2,1.0,0,D,D
City Hotel,1,91,2016,May,20,13,0,2,2,1.0,0,A,A
City Hotel,0,13,2016,March,13,20,1,0,2,0.0,0,A,A
City Hotel,1,301,2016,July,31,30,1,1,2,0.0,0,A,A
Resort Hotel,0,1,2016,September,36,3,0,1,2,0.0,0,D,D
Resort Hotel,0,251,2017,June,26,26,1,3,2,0.0,0,D,F
City Hotel,0,46,2017,March,10,7,0,5,2,0.0,0,A,A
City Hotel,0,20,2015,July,30,22,0,2,1,0.0,0,A,A
Resort Hotel,0,29,2016,November,46,6,2,4,2,0.0,0,A,A
City Hotel,0,26,2017,July,28,15,0,1,2,0.0,0,A,A
City Hotel,0,88,2016,October,41,7,0,2,2,0.0,0,A,A
City Hotel,0,53,2016,October,41,8,3,6,2,0.0,0,G,G
City Hotel,1,117,2017,April,14,5,0,4,2,0.0,0,A,A
Resort Hotel,0,80,2015,August,34,17,2,5,2,0.0,0,A,A
City Hotel,0,26,2015,September,36,5,2,1,3,1.0,0,F,F
City Hotel,0,0,2016,March,13,22,0,1,2,0.0,0,A,A
City Hotel,1,179,2016,July,27,1,0,1,2,0.0,0,A,A
City Hotel,1,323,2016,May,22,26,0,2,2,0.0,0,A,A
City Hotel,0,14,2015,December,49,3,2,5,1,0.0,0,A,D
City Hotel,1,134,2017,February,8,25,0,1,1,0.0,0,A,A
Resort Hotel,0,222,2015,August,33,12,1,4,2,0.0,0,A,A
Resort Hotel,0,77,2017,January,1,2,1,2,2,0.0,0,E,E
City Hotel,0,55,2016,July,28,7,0,1,1,0.0,0,A,A
City Hotel,0,56,2017,August,31,5,0,1,2,1.0,0,D,D
City Hotel,0,88,2015,October,41,5,1,1,2,0.0,0,A,D
Resort Hotel,1,0,2016,June,24,5,1,0,1,0.0,0,A,A
City Hotel,0,48,2017,April,15,10,1,3,3,0.0,0,E,E
City Hotel,1,176,2016,April,15,9,1,1,2,0.0,0,A,A
Resort Hotel,0,1,2016,May,20,14,2,1,2,2.0,0,G,G
Resort Hotel,0,8,2016,January,6,31,2,0,2,0.0,0,A,D
Resort Hotel,0,181,2017,March,9,1,6,19,2,0.0,0,A,A
City Hotel,1,531,2016,December,52,22,0,2,2,0.0,0,A,A
City Hotel,1,124,2016,May,23,31,0,3,2,1.0,0,A,A
City Hotel,1,182,2016,October,42,12,0,1,2,0.0,0,A,A
City Hotel,1,44,2016,June,27,30,0,3,2,0.0,0,A,A
City Hotel,0,124,2016,August,32,5,1,2,3,0.0,0,D,D
City Hotel,1,56,2017,February,5,1,0,3,2,0.0,0,A,A
City Hotel,0,3,2016,July,31,30,1,1,1,2.0,0,E,E
City Hotel,1,18,2017,February,5,4,1,1,2,0.0,0,D,D
City Hotel,0,166,2016,August,33,7,2,1,2,0.0,0,A,A
Resort Hotel,1,279,2015,October,41,8,2,5,2,0.0,0,A,A
City Hotel,0,143,2016,August,35,25,0,3,2,0.0,0,A,A
City Hotel,0,3,2016,September,38,15,0,2,2,0.0,0,A,A
City Hotel,1,156,2017,April,17,26,0,3,2,0.0,0,A,A
Resort Hotel,1,150,2016,August,32,1,2,5,2,0.0,0,A,A
Resort Hotel,0,11,2015,December,49,5,2,1,2,0.0,0,A,A
City Hotel,0,45,2016,November,48,24,1,3,2,0.0,0,A,A
City Hotel,1,105,2016,April,15,6,0,1,2,0.0,0,A,A
City Hotel,0,53,2016,February,9,27,2,4,2,0.0,0,A,A
City Hotel,0,164,2016,October,41,5,0,1,2,0.0,0,A,A
City Hotel,1,64,2016,November,47,18,0,2,1,0.0,0,A,A
City Hotel,0,47,2016,October,44,24,1,1,2,0.0,0,D,E
City Hotel,0,31,2017,January,1,5,0,3,2,1.0,0,A,A
City Hotel,0,2,2016,December,52,21,0,2,1,0.0,0,A,A
Resort Hotel,1,221,2017,April,18,30,2,5,2,0.0,0,A,A
City Hotel,0,31,2016,June,27,30,1,3,2,0.0,0,D,D
City Hotel,1,104,2015,August,36,30,2,1,2,0.0,0,A,A
City Hotel,0,59,2016,March,14,29,2,5,2,0.0,0,D,D
City Hotel,0,5,2015,September,38,19,0,1,2,0.0,0,B,B
City Hotel,0,328,2016,September,40,30,0,2,2,0.0,0,A,A
City Hotel,1,297,2015,August,33,10,1,1,2,0.0,0,A,A
City Hotel,1,467,2017,July,30,28,0,1,2,0.0,0,A,A
Resort Hotel,1,35,2017,February,8,22,1,4,2,0.0,0,A,A
City Hotel,0,10,2017,January,4,23,1,0,1,0.0,0,A,A
Resort Hotel,0,117,2017,May,22,28,2,2,2,0.0,0,A,A
City Hotel,1,56,2016,November,48,23,0,3,2,0.0,0,A,A
City Hotel,1,10,2017,July,28,15,0,1,2,0.0,0,A,A
Resort Hotel,0,87,2015,October,41,6,2,5,2,0.0,0,E,E
City Hotel,1,49,2017,May,20,20,2,2,2,2.0,0,F,F
City Hotel,1,23,2016,October,43,20,0,2,2,0.0,0,A,A
City Hotel,0,41,2016,December,52,20,0,1,1,0.0,0,A,D
City Hotel,0,1,2016,May,23,31,0,2,2,0.0,0,A,A
Resort Hotel,0,20,2015,December,52,23,0,4,2,0.0,0,D,D
City Hotel,1,133,2016,July,31,25,1,2,2,2.0,0,F,F
City Hotel,1,66,2017,April,15,9,2,0,2,0.0,0,A,A
City Hotel,0,3,2016,November,47,18,1,2,2,2.0,0,F,F
City Hotel,1,51,2016,September,36,1,1,3,2,0.0,0,D,D
City Hotel,0,1,2015,December,53,30,0,1,2,0.0,0,A,A
City Hotel,1,304,2016,November,45,3,0,3,2,0.0,0,A,A
Resort Hotel,0,39,2016,April,17,22,1,2,2,0.0,0,E,E
City Hotel,0,22,2016,September,38,15,0,2,1,0.0,0,A,A
City Hotel,1,188,2016,August,33,13,1,1,2,0.0,0,A,A
Resort Hotel,0,183,2016,April,16,16,1,1,2,0.0,0,A,C
Resort Hotel,0,0,2016,August,32,1,1,0,2,0.0,0,F,F
Resort Hotel,0,203,2017,August,33,19,2,5,2,2.0,0,C,C
City Hotel,1,60,2016,December,52,23,0,1,2,2.0,0,F,F
City Hotel,0,36,2017,June,24,13,0,3,2,0.0,0,A,A
City Hotel,0,150,2016,June,25,16,0,3,2,0.0,0,A,A
Resort Hotel,0,0,2017,July,28,12,0,1,2,0.0,0,A,A
City Hotel,0,126,2017,July,27,6,2,4,2,0.0,0,A,A
City Hotel,1,41,2017,April,15,9,2,0,1,0.0,0,A,A
Resort Hotel,0,43,2017,August,32,8,2,5,3,0.0,0,A,A
City Hotel,0,100,2015,October,44,31,1,1,1,0.0,0,A,A
City Hotel,0,44,2017,February,7,17,2,2,2,2.0,0,F,F
City Hotel,0,10,2016,July,28,4,1,1,1,0.0,0,A,A
Resort Hotel,0,1,2016,April,15,3,2,1,2,0.0,0,A,F
City Hotel,1,152,2016,June,26,19,2,3,2,0.0,0,A,A
City Hotel,0,130,2017,August,34,23,2,5,2,2.0,0,G,G
City Hotel,0,159,2016,February,7,13,0,1,2,0.0,0,A,A
City Hotel,1,38,2016,February,7,12,2,2,2,0.0,0,A,A
Resort Hotel,0,84,2017,April,16,18,1,5,1,0.0,0,E,E
City Hotel,0,5,2017,March,11,17,1,2,3,0.0,0,D,D
Resort Hotel,0,72,2016,March,12,18,1,2,3,0.0,0,G,G
City Hotel,0,136,2017,July,29,19,0,3,2,0.0,0,A,A
City Hotel,1,211,2016,May,21,20,0,2,2,0.0,0,A,A
City Hotel,0,55,2016,April,15,6,0,1,2,0.0,0,A,A
City Hotel,1,34,2017,June,25,18,3,5,1,0.0,0,D,D
City Hotel,1,38,2016,October,43,19,0,3,2,0.0,0,D,D
City Hotel,1,1,2016,February,10,28,2,1,1,0.0,0,A,A
City Hotel,1,279,2015,July,30,23,0,2,2,0.0,0,A,A
City Hotel,0,5,2016,October,43,17,1,4,2,0.0,0,A,A
City Hotel,0,0,2015,September,37,9,0,1,1,0.0,0,A,D
City Hotel,1,50,2016,September,36,2,0,1,2,0.0,0,A,A
City Hotel,1,372,2016,July,29,14,0,2,2,0.0,0,A,A
City Hotel,1,157,2016,September,40,30,1,2,2,0.0,0,D,D
Resort Hotel,0,8,2015,November,45,7,8,20,2,0.0,0,D,D
City Hotel,0,102,2017,April,17,24,1,3,1,0.0,0,A,A
City Hotel,0,151,2017,March,12,20,1,1,2,0.0,0,A,A
City Hotel,1,87,2015,September,39,25,2,3,2,0.0,0,A,A
Resort Hotel,0,1,2016,November,48,26,1,1,2,0.0,0,F,F
Resort Hotel,0,27,2017,February,9,27,1,3,2,0.0,0,D,D
Resort Hotel,0,213,2016,May,21,16,1,1,2,0.0,0,A,A
Resort Hotel,1,30,2017,February,7,14,0,4,2,0.0,0,A,A
City Hotel,0,257,2015,July,27,1,0,2,2,0.0,0,A,A
City Hotel,0,16,2015,September,39,25,2,2,2,0.0,0,A,A
Resort Hotel,1,85,2016,April,15,7,0,3,2,0.0,0,A,A
City Hotel,1,17,2016,September,38,15,0,3,2,0.0,0,A,A
City Hotel,1,475,2016,October,44,27,0,2,2,0.0,0,A,A
City Hotel,1,14,2017,May,19,9,0,1,2,0.0,0,A,A
Resort Hotel,0,9,2015,December,50,7,1,1,2,0.0,0,A,D
Resort Hotel,0,4,2016,February,7,7,2,3,2,0.0,0,A,D
City Hotel,0,53,2016,June,27,28,0,5,2,1.0,0,A,D
City Hotel,0,21,2017,May,20,18,3,8,1,0.0,0,D,D
Resort Hotel,0,90,2016,April,17,19,2,5,2,0.0,0,A,A
City Hotel,1,1,2016,February,10,28,2,1,1,0.0,0,A,A
City Hotel,1,461,2016,October,42,13,0,2,2,0.0,0,A,A
Resort Hotel,0,51,2016,March,12,17,0,1,2,0.0,0,A,D
City Hotel,1,256,2016,October,44,23,2,3,2,0.0,0,A,A
City Hotel,1,444,2016,December,49,1,0,3,1,0.0,0,A,A
City Hotel,0,42,2017,March,11,15,0,1,1,0.0,0,D,D
Resort Hotel,1,345,2017,June,24,14,4,10,2,0.0,0,E,E
City Hotel,0,5,2017,March,10,8,0,1,1,0.0,0,A,D
Resort Hotel,0,293,2017,August,35,29,2,5,2,0.0,0,E,E
City Hotel,1,151,2017,June,22,1,2,3,2,2.0,0,F,F
City Hotel,1,9,2017,May,20,18,1,3,2,0.0,0,A,A
City Hotel,1,115,2017,June,25,23,0,2,2,0.0,0,A,A
City Hotel,0,29,2017,May,19,11,0,3,1,0.0,0,A,A
Resort Hotel,0,2,2016,June,26,25,0,1,3,0.0,0,A,C
City Hotel,0,5,2016,February,6,3,0,1,3,0.0,0,D,D
City Hotel,0,92,2016,June,26,20,1,3,1,1.0,0,A,B
City Hotel,1,104,2017,May,20,15,1,2,1,0.0,0,A,A
City Hotel,0,34,2017,August,35,31,2,5,2,0.0,0,D,D
Resort Hotel,0,156,2016,October,43,20,2,5,2,0.0,0,E,E
Resort Hotel,0,248,2017,July,27,2,2,2,2,0.0,0,E,E
City Hotel,0,320,2016,August,34,18,0,2,2,0.0,0,A,A
Resort Hotel,0,276,2017,April,16,22,2,5,2,0.0,0,A,A
Resort Hotel,1,177,2017,April,13,1,2,5,2,0.0,0,A,A
City Hotel,0,0,2016,September,39,24,0,1,2,0.0,0,A,A
Resort Hotel,0,2,2015,September,40,30,0,3,1,0.0,0,A,A
City Hotel,1,77,2016,February,9,24,0,2,2,0.0,0,A,A
City Hotel,1,51,2016,December,50,6,0,3,2,1.0,0,A,D
Resort Hotel,1,104,2017,May,20,20,2,5,2,0.0,0,A,A
City Hotel,0,130,2016,March,13,25,1,2,2,0.0,0,B,B
